"id","rated","turns","victory_status","winner","increment_code","white_rating","black_rating","opening_eco","opening_name","opening_ply","base_minutes"
"BefWiVX6","True",86,"draw","draw","8+0",1861,1547,"C41","Philidor Defense: Exchange Variation",8,8
"7Yhtsgii","True",40,"outoftime","black","15+0",1967,2074,"A70","Benoni Defense: Classical Variation",13,15
"oc7CBFHc","True",27,"resign","black","25+10",2037,2070,"B22","Sicilian Defense: Alapin Variation",3,25
"MmpwBLIk","True",53,"mate","white","10+0",1466,1532,"D02","Queen's Pawn Game: Anti-Torre",4,10
"2hBcxB5h","True",45,"resign","black","15+0",997,1500,"C02","French Defense: Advance Variation #3",5,15
"7GBbEd5W","True",71,"resign","black","10+0",1515,1879,"A00","Polish Opening",1,10
"Mtuuwb4x","True",139,"resign","white","10+0",1875,1568,"A43","Benoni Defense: Benoni Gambit Accepted",3,10
"zHPPTUB1","True",161,"resign","white","10+0",1859,2004,"D26","Queen's Gambit Accepted: Classical Defense",10,10
"CxVMX1g4","True",44,"resign","black","10+0",1862,2199,"A84","Dutch Defense: Normal Variation",4,10
"Euox72jN","True",29,"mate","white","10+0",1530,1872,"B50","Sicilian Defense",4,10
"ZT8bSrQX","True",51,"mate","white","10+0",1870,1430,"A40","Polish Defense",2,10
"HNZeUWN0","True",74,"resign","black","10+0",1691,1858,"B84","Sicilian Defense: Scheveningen Variation |  Classical Variation",12,10
"LonnFaoq","True",48,"draw","draw","10+0",1860,1815,"D07","Queen's Gambit Refused: Chigorin Defense |  Main Line",6,10
"5TytpSI3","True",131,"mate","white","10+0",1855,1615,"D30","Queen's Gambit Declined",4,10
"1waMIFNE","True",134,"resign","black","10+0",1910,2060,"C07","French Defense: Tarrasch Variation |  Chistyakov Defense",8,10
"4q388Xq8","True",61,"resign","white","10+0",2058,1616,"D20","Queen's Gambit Accepted",4,10
"u77fOTUg","True",62,"outoftime","black","10+0",1693,2055,"E15","Queen's Indian Defense: Fianchetto Traditional",8,10
"i4CHzPRj","True",58,"resign","black","10+0",1273,2054,"C02","French Defense: Advance Variation #4",6,10
"YsygpBkU","True",49,"mate","white","10+0",2038,2141,"A57","Benko Gambit",6,10
"dvespgYu","True",71,"resign","white","10+0",2034,1747,"E12","Queen's Indian Defense",6,10
"Em887Lxl","True",73,"resign","white","10+0",1979,2049,"E12","Queen's Indian Defense",6,10
"N8w191RJ","True",87,"draw","draw","10+0",2044,2027,"E12","Queen's Indian Defense",6,10
"cWDFjloh","True",63,"resign","white","10+0",2014,2023,"D02","Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav",8,10
"n8uP4P4Z","True",38,"resign","black","10+0",2094,1997,"C02","French Defense: Advance Variation |  Milner-Barry Gambit",11,10
"uUQ9P8gi","True",43,"mate","white","10+0",1996,1403,"E88","King's Indian Defense: Saemisch Variation |  Closed Variation |  7...c6",14,10
"L2xOeIWh","True",73,"resign","white","10+0",1994,1522,"A40","Polish Defense",2,10
"OftOFmMQ","True",151,"mate","white","10+0",1733,2016,"E20","Nimzo-Indian Defense",6,10
"Es9iNlZ4","True",47,"mate","white","10+0",2014,1585,"D30","Queen's Gambit Declined: Traditional Variation",7,10
"mFxS2uIH","True",58,"resign","black","10+0",1535,2012,"C00","French Defense: Knight Variation",3,10
"nqjoIyv4","True",53,"outoftime","white","10+0",2008,1735,"E81","King's Indian Defense: Saemisch Variation |  Normal Defense",10,10
"JUo0BqQd","True",75,"resign","white","10+0",1646,2031,"D35","Queen's Gambit Declined: Normal Defense",6,10
"Gde2BIFV","True",36,"resign","black","10+0",1913,2020,"C00","French Defense #2",2,10
"LABc7BKr","True",77,"resign","white","15+5",2228,2228,"C02","French Defense: Advance Variation |  Paulsen Attack",9,15
"nakTVZD5","True",124,"draw","draw","10+15",2229,2004,"B50","Sicilian Defense: Delayed Alapin",5,10
"8Bz5mbbU","True",57,"resign","black","10+10",2233,2540,"C53","Italian Game: Classical Variation |  Giuoco Pianissimo",9,10
"mKvCyQcI","True",51,"resign","black","15+15",2052,2222,"B20","Sicilian Defense: Bowdler Attack",3,15
"Xn6uTsFu","True",43,"resign","black","15+10",2164,2212,"E10","Blumenfeld Countergambit #2",6,15
"Rib6UKcT","True",137,"outoftime","white","10+15",2207,1993,"B92","Sicilian Defense: Najdorf Variation |  Opocensky Variation |  Modern Line",16,10
"g5AVWcp2","True",72,"resign","black","15+15",2222,2029,"C02","French Defense: Advance Variation |  Lputian Variation",12,15
"7jFW2Ewi","True",76,"resign","black","12+15",2157,2213,"E10","Blumenfeld Countergambit #2",6,12
"XfyJ4tKl","True",71,"resign","white","15+5",2206,2046,"C02","French Defense: Advance Variation |  Main Line",11,15
"lAGvYGnM","True",43,"mate","white","10+10",2252,2224,"A45","Indian Game",2,10
"A5vJqK4g","True",66,"resign","black","10+10",2136,2215,"B91","Sicilian Defense: Najdorf Variation |  Zagreb (Fianchetto) Variation",11,10
"ypU2jtJR","True",40,"outoftime","black","10+10",2277,2201,"A45","Indian Game",2,10
"v2BASFqN","True",91,"mate","white","20+20",2215,1998,"B12","Caro-Kann Defense: Advance Variation |  Short Variation",7,20
"6NXSj5et","True",115,"mate","white","15+10",2228,2203,"A01","Nimzo-Larsen Attack: Classical Variation",2,15
"Z0Cx91Uh","True",38,"resign","black","10+5",2103,2194,"A46","Torre Attack: Classical Defense |  Nimzowitsch Variation",6,10
"2onv9UeF","True",59,"resign","white","15+10",2207,2206,"E68","King's Indian |  Fianchetto |  Classical Variation |  8.e4",15,15
"QYMM5YTe","True",83,"resign","white","10+0",1803,1542,"C00","Queen's Pawn Game: Franco-Sicilian Defense",4,10
"wtTlqj8K","True",54,"resign","black","10+8",1751,1793,"A11","English Opening: Caro-Kann Defensive System",2,10
"erD6ArRp","True",152,"mate","black","15+10",1807,1719,"B21","Sicilian Defense: Smith-Morra Gambit",5,15
"jnFVqlqv","True",40,"mate","black","15+10",1728,1798,"B10","Caro-Kann Defense",2,15
"qJLrjD7k","True",60,"mate","black","15+10",1812,1714,"A10","English Opening: Anglo-Dutch Defense",2,15
"x9Pup3vp","True",57,"mate","white","10+0",1397,1376,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,10
"AGhOFsth","True",98,"outoftime","black","10+0",1490,1474,"C41","Philidor Defense #3",5,10
"nE4LiSn2","True",143,"mate","white","25+10",1354,1405,"B50","Sicilian Defense",4,25
"388CvPN6","True",139,"mate","white","10+0",1503,1494,"C26","Vienna Game: Stanley Variation",5,10
"lYZ4gqba","True",142,"mate","black","10+0",1504,1578,"C41","Philidor Defense #3",5,10
"7Z1iZqsS","True",60,"resign","black","10+0",1507,1490,"C50","Four Knights Game: Italian Variation",8,10
"UnGRH4NG","True",83,"resign","white","10+0",1652,1498,"A00","Polish Opening",1,10
"qkJVE2Qh","True",100,"resign","black","10+0",1507,1649,"C53","Italian Game: Classical Variation #2",7,10
"cEc0t0GN","True",52,"resign","black","10+0",1482,1493,"B02","Alekhine Defense: Normal Variation",4,10
"48uyfjg1","True",67,"resign","white","15+15",1946,1772,"D37","Queen's Gambit Declined: Three Knights Variation",7,15
"9EWYBXrM","True",60,"resign","black","10+0",1793,1783,"D94","Gruenfeld Defense: Three Knights Variation |  Burille Variation",9,10
"qEcxGVwG","True",56,"resign","white","10+0",1783,1781,"E61","Indian Game: West Indian Defense",4,10
"SSOF87RQ","True",39,"resign","black","10+0",1791,1876,"D32","Tarrasch Defense: Symmetrical Variation",10,10
"urC8i42C","True",53,"mate","white","10+0",1877,1799,"D02","Queen's Pawn Game: Zukertort Variation",3,10
"GrnWAeyW","True",23,"resign","black","10+0",1795,1798,"A40","Polish Defense",2,10
"jYFB118e","True",63,"mate","white","10+0",1794,1806,"A13","English Opening: Agincourt Defense #2",4,10
"l1FJWpby","True",62,"draw","draw","10+0",1803,1900,"A53","Old Indian Defense",4,10
"8adJMayt","True",111,"draw","draw","10+0",1802,1781,"A40","Modern Defense",2,10
"Bwz5Avk3","True",80,"resign","black","10+0",1722,1794,"C02","French Defense: Advance Variation",8,10
"TapgVQFc","True",50,"resign","black","10+0",1784,1783,"C00","French Defense: King's Indian Attack",3,10
"p0cfl7ik","True",12,"resign","black","10+0",1795,1753,"D10","Slav Defense",4,10
"TnJuozQ7","True",40,"mate","black","10+0",1757,1785,"A00","Van't Kruijs Opening",1,10
"Q7XGscXE","True",55,"resign","white","10+0",1825,1232,"A40","Horwitz Defense",2,10
"soroD8w1","True",52,"mate","black","10+0",1492,1191,"C00","French Defense: La Bourdonnais Variation",3,10
"js6WMWrw","True",72,"outoftime","black","10+0",1419,1151,"A00","Van't Kruijs Opening",1,10
"ZlIofOna","True",106,"resign","black","10+0",1346,1112,"C02","French Defense: Advance |  Steinitz Variation",7,10
"aPKviA0G","True",2,"resign","black","8+2",1126,1450,"B20","Sicilian Defense",2,8
"NQFasT6b","True",2,"resign","black","10+0",1154,1147,"C20","King's Pawn Game",2,10
"DLYk1BRG","True",2,"resign","white","10+0",1227,1179,"A00","Clemenz Opening",1,10
"r2Tv9299","True",2,"resign","white","10+0",1507,1188,"B01","Scandinavian Defense",2,10
"2qL2ZVNH","True",2,"resign","black","10+1",1196,1547,"C20","King's Pawn Game",2,10
"g2CgIJFH","True",2,"resign","black","8+0",1226,1431,"A00","Mieses Opening",1,8
"tl7g5sJb","True",2,"resign","white","10+0",1362,1252,"B07","Pirc Defense #4",2,10
"9sOv9BBL","True",2,"resign","black","13+0",1346,1503,"C20","King's Pawn Game",2,13
"MW1ZjrS9","True",2,"resign","white","10+3",1567,1400,"B00","Ware Defense",2,10
"CAkwRTef","True",2,"resign","white","15+0",1538,1516,"B00","Ware Defense",2,15
"GLcGuZZa","True",3,"resign","black","10+3",1630,1556,"A00","Grob Opening",1,10
"HehthdTm","True",2,"resign","white","8+0",1834,1709,"C00","French Defense #2",2,8
"rsEgYfgO","True",54,"resign","black","10+0",1778,1779,"A15","English Opening: Anglo-Indian Defense |  Scandinavian Defense",4,10
"5y4SI10i","True",45,"resign","white","15+15",1918,1904,"A81","Dutch Defense: Semi-Leningrad Variation",6,15
"htWbvrxd","True",55,"draw","draw","15+15",1903,1920,"B12","Caro-Kann Defense: Advance Variation |  Short Variation",7,15
"wOlY8KQr","True",71,"mate","white","15+15",1881,1800,"B31","Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation",6,15
"o7W3R1T4","True",73,"mate","white","15+15",1863,1713,"B40","Sicilian Defense: Delayed Alapin Variation",5,15
"dAeQbomk","True",53,"mate","white","15+15",1839,1765,"B12","Caro-Kann Defense: Advance Variation",5,15
"NrfJ2vsk","True",55,"resign","white","15+15",1810,1749,"C70","Ruy Lopez: Morphy Defense |  Caro Variation",8,15
"PTKdr0fQ","True",24,"resign","black","15+15",1828,2035,"C92","Ruy Lopez: Closed Variations |  Flohr System",18,15
"3qzini9E","True",42,"resign","black","15+15",1900,1774,"C01","French Defense: Exchange Variation",5,15
"u5JPi9uq","True",24,"resign","black","15+15",1808,1894,"C64","Ruy Lopez: Classical Variation |  Central Variation",7,15
"9O53TRBS","True",10,"resign","white","15+15",1973,1840,"C17","French Defense: Winawer Variation |  Advance Variation #3",8,15
"H7VJQtH3","True",92,"mate","black","8+0",1892,1770,"A40","Horwitz Defense",2,8
"rVgE2Oyd","True",75,"resign","white","8+0",1884,1784,"A46","Torre Attack #2",3,8
"D23xOkDc","True",116,"outoftime","black","8+0",1900,1702,"A40","Horwitz Defense",2,8
"DPU3gg7I","True",70,"resign","white","8+0",1888,1918,"A49","East Indian Defense",4,8
"vArfTUfk","True",69,"resign","white","8+0",1881,1753,"D02","Queen's Pawn Game: Chigorin Variation",4,8
"E0kPh6JS","True",54,"resign","white","8+0",1874,1742,"D02","Queen's Pawn Game: Krause Variation",4,8
"qLyfzkSs","True",68,"outoftime","black","8+0",1888,1780,"D04","Queen's Pawn Game: Colle System",5,8
"WinICbAV","True",58,"outoftime","black","8+0",1904,1740,"D12","Slav Defense: Quiet Variation |  Pin Defense",8,8
"7NWORHxc","True",79,"outoftime","white","8+0",1894,1862,"A40","English Defense #2",2,8
"ttXJm0uE","True",115,"resign","white","8+0",1888,1700,"D05","Colle System",6,8
"DbzrE93f","True",158,"outoftime","black","8+0",1902,1810,"A40","Englund Gambit Declined |  Reversed French",3,8
"DEXiRPZK","True",131,"outoftime","white","8+0",1892,1861,"A40","Horwitz Defense",2,8
"djfGOL6X","True",65,"outoftime","white","8+0",1885,1742,"A40","Queen's Pawn",1,8
"jiMI9J7p","True",77,"outoftime","white","8+0",1877,1780,"D02","Queen's Pawn Game: Chigorin Variation",4,8
"blFMsvNn","True",108,"draw","draw","8+0",1882,1722,"A40","Horwitz Defense",2,8
"x8D1Y66X","True",43,"resign","white","8+0",1873,1809,"D04","Queen's Pawn Game: Colle System",5,8
"d0xEdVHA","True",87,"mate","white","8+0",1866,1737,"A40","Queen's Pawn",1,8
"62wlXOSz","True",29,"mate","white","8+0",1859,1744,"A40","Queen's Pawn",1,8
"BUfDQQDk","True",64,"outoftime","black","8+0",1874,1700,"D02","Queen's Pawn Game: Anti-Torre",4,8
"iUtmGsvi","True",79,"resign","white","8+0",1865,1823,"A40","Modern Defense",2,8
"o887Ujjz","True",76,"outoftime","black","8+0",1881,1703,"D02","Queen's Pawn Game: Symmetrical Variation",4,8
"cS9Ha5IZ","True",59,"mate","white","8+0",1891,1713,"D02","Queen's Pawn Game: Zukertort Variation",3,8
"Ccectk4p","True",80,"outoftime","black","8+0",1905,1803,"D02","Queen's Pawn Game: Symmetrical Variation",4,8
"77jQdRcn","True",125,"outoftime","white","8+0",1897,1793,"D02","Queen's Pawn Game: Zukertort Variation",3,8
"9Btrr1Rm","True",121,"mate","white","8+0",1890,1755,"D04","Queen's Pawn Game: Colle System",5,8
"kV4Yh45C","True",76,"mate","black","8+0",1903,1842,"A46","Torre Attack #2",3,8
"v5dT82aj","True",68,"outoftime","black","8+0",1917,1795,"D02","Queen's Pawn Game: Krause Variation",4,8
"ebodKAhf","True",64,"outoftime","black","8+0",1931,1803,"A40","Modern Defense",2,8
"oEUQtpar","True",67,"mate","white","8+0",1926,1736,"A40","Queen's Pawn",1,8
"etjt52lL","True",59,"resign","white","8+0",1918,1823,"A40","Modern Defense",2,8
"E2a8fP14","True",51,"resign","white","8+0",1910,1813,"D02","Queen's Pawn Game: Symmetrical Variation",4,8
"trSe0dmW","True",45,"resign","white","8+0",1903,1787,"A40","Modern Defense",2,8
"qIR8DFZk","True",45,"resign","white","8+0",1895,1798,"D02","Queen's Pawn Game: Zukertort Variation",3,8
"dVVYTUGO","True",96,"resign","white","8+0",1888,1765,"D02","Queen's Pawn Game: Chigorin Variation",4,8
"vhNYAqVG","True",72,"outoftime","black","8+0",1903,1744,"A49","East Indian Defense",4,8
"dhiV91UC","True",117,"outoftime","white","8+0",1897,1730,"D02","Queen's Pawn Game: Symmetrical Variation",4,8
"JaRJ8vUV","True",63,"mate","white","8+0",1890,1768,"D02","Queen's Pawn Game: Chigorin Variation",4,8
"TZQgAj2Z","True",36,"mate","black","8+0",1905,1745,"D02","Queen's Pawn Game: Zukertort Variation",3,8
"9QOq8kHI","True",81,"resign","white","8+0",1895,1899,"D02","Queen's Pawn Game: Zukertort Variation",3,8
"jl6WYwGc","True",72,"outoftime","black","8+0",1906,1888,"A80","Dutch Defense",2,8
"dLVncZp2","True",104,"outoftime","black","8+0",1917,1822,"A40","Mikenas Defense",2,8
"BmxCdEtU","True",75,"mate","white","8+0",1908,1862,"D02","Queen's Pawn Game: Zukertort Variation",3,8
"7ooO85N5","True",77,"outoftime","white","8+0",1898,1881,"A40","Horwitz Defense",2,8
"zfqxklpo","True",128,"outoftime","black","8+0",1909,1914,"A43","Old Benoni Defense",2,8
"2rmiVY7D","True",80,"outoftime","black","8+0",1922,1821,"D02","Queen's Pawn Game: Zukertort Variation",3,8
"refuuxlq","True",76,"mate","black","8+0",1931,1977,"A46","Indian Game: Spielmann-Indian",4,8
"rsqlIzJ9","True",73,"resign","white","8+0",1922,1872,"D02","Queen's Pawn Game: Symmetrical Variation",4,8
"hu1EtuvP","True",71,"outoftime","white","8+0",1914,1829,"A40","Horwitz Defense",2,8
"leTpE1Fq","True",70,"resign","black","10+0",1375,1500,"C62","Ruy Lopez: Steinitz Defense",6,10
"hYGY8qb0","True",24,"mate","black","10+0",1087,1096,"C50","Italian Game",5,10
"UR9k66dm","True",32,"resign","white","10+0",1054,1100,"C44","King's Knight Opening: Konstantinopolsky",5,10
"TMeuZWYD","True",122,"resign","black","10+0",1105,1386,"B21","Sicilian Defense: Smith-Morra Gambit #2",3,10
"5UmXlUHj","True",24,"resign","white","10+0",1056,1119,"A30","English Opening: Symmetrical Variation",2,10
"bDHMLBEX","True",15,"resign","white","10+0",1463,1122,"C65","Ruy Lopez: Berlin Defense |  Beverwijk Variation",8,10
"fzAc6oKG","True",64,"resign","black","10+0",1124,1573,"C41","Philidor Defense #3",5,10
"dK1PGMmL","True",23,"resign","white","10+0",1572,1126,"C23","Bishop's Opening",3,10
"aFGakNvv","True",22,"resign","black","10+0",1135,1209,"B21","Sicilian Defense: Smith-Morra Gambit #2",3,10
"WFjG1QkY","True",48,"mate","black","10+0",1143,1269,"B01","Scandinavian Defense",2,10
"aZqn13Vk","True",46,"resign","white","10+0",1398,1148,"D30","Queen's Gambit Declined",4,10
"vLMvZIWl","True",32,"resign","black","10+0",1158,1196,"C46","Four Knights Game: Italian Variation",7,10
"58T3JRPr","True",57,"resign","white","10+0",1393,1163,"C65","Ruy Lopez: Berlin Defense |  Beverwijk Variation",8,10
"2wdpH1th","True",46,"mate","black","10+0",1172,1286,"C46","Four Knights Game: Italian Variation",7,10
"FsK5cpuw","True",51,"resign","white","10+0",1068,1188,"C46","Three Knights Opening",5,10
"lKcpwUA0","True",58,"resign","black","10+0",1207,981,"B25","Sicilian Defense: Closed Variation |  Traditional",4,10
"SWQcyk7q","True",26,"mate","black","10+0",1208,1194,"C44","Scotch Game: Lolli Variation",6,10
"7l0DF0Fu","True",50,"mate","black","10+0",1265,1179,"D00","Queen's Pawn Game #2",3,10
"vDVtyZKN","True",12,"resign","black","10+0",1189,1245,"B00","Owen Defense",2,10
"iaiENhPo","True",23,"mate","white","10+0",1174,1266,"C50","Four Knights Game: Italian Variation",8,10
"66TlGIhI","True",62,"resign","white","10+0",1339,1181,"C20","King's Pawn Game: Wayward Queen Attack",3,10
"2lmsZtlR","True",44,"mate","black","10+0",1191,1265,"C40","King's Knight Opening",3,10
"N6uQZbpH","True",52,"mate","black","10+0",1351,1172,"D01","Queen's Pawn Game: Chigorin Variation",4,10
"gQ3skeq6","True",40,"resign","black","10+0",1175,1528,"B23","Sicilian Defense: Closed",4,10
"DAFVeEoZ","True",17,"mate","white","10+0",1539,1178,"C50","Italian Game: Giuoco Pianissimo",7,10
"JgU8pbLH","True",37,"mate","white","10+0",1171,1016,"C40","King's Knight Opening",3,10
"C97lw7Ey","True",25,"resign","white","10+0",1340,1178,"C64","Ruy Lopez: Classical Variation",6,10
"wFlBkUy9","True",26,"resign","black","10+0",1180,1586,"B25","Sicilian Defense: Closed Variation |  Traditional",4,10
"vf6yrQlD","True",97,"resign","white","10+0",1563,1183,"C45","Scotch Game",7,10
"nrAW8Bca","True",65,"mate","white","10+0",1657,1185,"C48","Four Knights Game: Spanish Variation |  Classical Variation",8,10
"GdJr6S8O","True",54,"resign","white","10+0",1162,1610,"C46","Four Knights Game: Italian Variation",7,10
"JP4jImLq","True",31,"resign","black","10+0",1163,1641,"B20","Sicilian Defense",2,10
"I3GTqdpV","True",72,"resign","white","10+0",1336,1154,"D01","Queen's Pawn Game: Chigorin Variation",4,10
"L8zrI5BD","True",53,"mate","white","10+0",1136,1307,"C41","Philidor Defense #2",4,10
"jdF0kLDy","True",24,"resign","white","10+0",1383,1141,"A30","English Opening: Symmetrical Variation",2,10
"vUonYJYn","True",116,"outoftime","black","10+0",1140,1129,"C55","Italian Game: Anti-Fried Liver Defense",6,10
"ERcEbmtN","True",51,"resign","black","10+0",1147,957,"C40","King's Knight Opening",3,10
"Ga0rgSfm","True",29,"mate","white","10+0",1137,1050,"C41","Philidor Defense #3",5,10
"6abSTcSF","True",49,"resign","black","10+0",1147,1225,"C40","Elephant Gambit: Paulsen Countergambit",6,10
"IN56zlIJ","True",84,"mate","black","10+0",1129,1135,"C20","King's Pawn Game: Wayward Queen Attack",3,10
"xuwxxgpb","True",66,"resign","white","10+0",1443,1139,"C44","Ponziani Opening",5,10
"g3x3xfAl","True",28,"mate","black","10+0",1142,1469,"A06","Zukertort Opening: Tennison Gambit",3,10
"IklNqQOw","True",45,"resign","white","10+0",1483,1145,"A00","Saragossa Opening",1,10
"fFqUrizD","True",127,"resign","white","10+0",1281,1153,"D30","Queen's Gambit Declined",4,10
"tchdkuhO","True",24,"resign","black","10+0",1156,1545,"C50","Four Knights Game: Italian Variation",8,10
"I0TiJ2Ga","True",68,"resign","black","25+10",1652,1739,"B10","Caro-Kann Defense",2,25
"Iv7aDCAM","True",42,"resign","black","15+15",1761,1723,"B10","Caro-Kann Defense",2,15
"VXqXfkrq","True",56,"outoftime","black","15+15",1748,1505,"D00","Queen's Pawn Game: Mason Attack",3,15
"BwW94jma","True",56,"mate","black","15+15",1677,1736,"B13","Caro-Kann Defense: Exchange Variation",5,15
"ZfiB5dU6","True",63,"resign","white","25+10",1577,1754,"B13","Caro-Kann Defense: Exchange Variation",5,25
"2Ed1mG3V","True",73,"resign","white","25+10",1726,1711,"A40","Queen's Pawn",1,25
"eUaQ5sWm","True",97,"resign","white","15+15",1693,1743,"B10","Caro-Kann Defense",2,15
"qTVP4j9X","True",21,"resign","black","15+15",1696,1729,"D00","Queen's Pawn Game: Mason Attack",3,15
"vKfImRmA","True",88,"draw","draw","15+15",1732,1652,"D00","Queen's Pawn Game: Mason Attack",3,15
"AmROOVKU","True",81,"resign","white","15+15",1718,1696,"D00","Queen's Pawn Game: Mason Attack",3,15
"XS2Wqewv","True",76,"outoftime","black","15+15",1742,1533,"D00","Queen's Pawn Game: Mason Attack",3,15
"tS6tvGNk","True",65,"resign","white","15+15",1712,1605,"D00","Queen's Pawn Game: Mason Attack",3,15
"3f35Wlwk","True",52,"resign","black","15+15",1733,1666,"D00","Queen's Pawn Game: Mason Attack",3,15
"BvQR69NU","True",75,"resign","white","15+15",1731,1735,"C02","French Defense: Advance Variation",8,15
"rBkEVEK8","True",149,"mate","white","15+15",1722,1600,"D00","Queen's Pawn Game: Mason Attack",3,15
"RaaXitQr","True",96,"mate","black","15+15",1746,1683,"A40","Horwitz Defense",2,15
"DkQgh5HY","True",89,"resign","white","15+15",1794,1765,"C18","French Defense: Winawer Variation |  Advance Variation #2",11,15
"qHIxUJal","True",48,"resign","white","15+15",1729,1564,"A40","Queen's Pawn",1,15
"iePNTV78","True",34,"resign","black","10+0",1708,2016,"C30","King's Gambit Declined |  Miles Defense",6,10
"Hj5KPRXb","True",60,"resign","black","10+0",1608,2012,"C67","Ruy Lopez: Berlin Defense |  l'Hermet Variation",10,10
"T7dwhqQ5","True",37,"mate","white","10+0",1806,2048,"C55","Italian Game: Scotch Gambit",9,10
"GiMAcWct","True",118,"resign","black","10+0",1934,2031,"A04","Zukertort Opening: Black Mustang Defense",2,10
"A02Mshug","True",182,"resign","black","10+0",1787,2020,"D07","Queen's Gambit Refused: Chigorin Defense #3",6,10
"t69kqnWh","True",2,"resign","black","15+15",1728,2012,"B00","Nimzowitsch Defense",2,15
"1cln6LHK","True",38,"resign","black","10+0",1851,1996,"D07","Queen's Gambit Refused: Chigorin Defense #3",6,10
"daayGWfk","True",51,"draw","draw","10+0",1936,2001,"D07","Queen's Gambit Refused: Chigorin Defense |  Exchange Variation",6,10
"GF90gq47","True",60,"outoftime","black","15+10",1957,1972,"C46","Four Knights Game: Gunsberg Variation",7,15
"X6oE2N0s","True",38,"outoftime","black","10+0",1858,1948,"C44","Ponziani Opening",5,10
"NjcbiyTR","True",45,"mate","white","10+2",2027,1976,"C30","King's Gambit Declined |  Miles Defense",6,10
"XtlmMajc","True",82,"resign","black","10+0",2095,1947,"B00","Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation",5,10
"6sLz9yMf","True",110,"mate","black","10+0",1964,1892,"D02","Queen's Pawn Game: Chigorin Variation",4,10
"y6gGuSSY","True",65,"mate","white","10+0",1955,1942,"C57","Italian Game: Two Knights Defense |  Fritz Variation",10,10
"0cWN406h","True",35,"resign","white","10+0",2215,1966,"C45","Scotch Game: Classical Variation",8,10
"XBFWTjXc","True",75,"mate","white","10+0",2203,1997,"C45","Scotch Game: Classical Variation",8,10
"OxAnNlyf","True",147,"draw","draw","15+10",1986,2001,"B00","Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation",5,15
"JIK0gMs3","True",84,"resign","black","10+5",2047,1855,"D00","Queen's Pawn Game #2",3,10
"5ajFuLhq","True",87,"resign","black","12+0",1625,1500,"B00","Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation",5,12
"NTjCagBR","True",127,"mate","white","10+0",1725,1984,"B47","Sicilian Defense: Paulsen Variation |  Bastrikov Variation",10,10
"0szxiSdT","True",36,"mate","black","10+0",1143,1984,"B20","Sicilian Defense",2,10
"rjbdkm9Y","True",49,"resign","white","10+0",1983,1281,"D00","Queen's Pawn Game: Mason Attack",3,10
"felFqnzl","True",28,"resign","black","10+0",1840,1975,"B40","Sicilian Defense: Delayed Alapin Variation",5,10
"p7GC1zEA","True",64,"resign","white","10+0",2091,1985,"B23","Sicilian Defense: Closed",4,10
"RL7HEfVX","True",138,"resign","black","10+0",1891,1974,"B40","Sicilian Defense: French Variation",4,10
"ijwWWCbq","True",111,"resign","white","10+0",1827,1994,"A15","English Opening: Anglo-Indian Defense |  Scandinavian Defense",4,10
"tlMJj6K7","True",64,"mate","black","10+0",2003,2121,"A45","Indian Game",2,10
"PQcIOgIT","True",70,"resign","white","10+0",2002,1499,"D10","Slav Defense",4,10
"c399HvA0","True",51,"resign","white","10+0",1986,2028,"D00","Queen's Pawn Game: Mason Attack",3,10
"BMh2IFcN","True",132,"mate","black","10+0",1769,1980,"B20","Sicilian Defense",2,10
"7uN9fAX2","True",93,"draw","draw","10+0",2050,1973,"D12","Slav Defense: Quiet Variation |  Pin Defense",8,10
"loywlU9T","True",91,"draw","draw","10+0",1904,1976,"B47","Sicilian Defense: Paulsen Variation |  Bastrikov Variation",10,10
"VKToQUtg","True",58,"resign","black","10+0",1659,1971,"B20","Sicilian Defense: Staunton-Cochrane Variation",3,10
"n4o1FqOr","True",39,"mate","white","10+0",1965,1741,"D00","Queen's Pawn Game: Mason Attack",3,10
"QsPOyRNm","True",57,"resign","white","10+0",1962,1559,"D00","Queen's Pawn Game: Mason Attack",3,10
"tNp7wmDA","True",68,"mate","black","10+0",1839,1952,"A08","King's Indian Attack",4,10
"WoZqU6Ur","True",67,"resign","black","10+0",1702,1946,"D00","Queen's Pawn Game: Mason Attack",3,10
"KAYHgLSs","True",146,"outoftime","black","10+0",1974,1929,"B44","Sicilian Defense: Paulsen Variation",8,10
"ECQZchLt","True",61,"resign","white","10+0",1919,1798,"A80","Dutch Defense",2,10
"LZ5Lq6UE","True",132,"resign","black","10+0",1880,1904,"B48","Sicilian Defense: Paulsen Variation |  Bastrikov Variation",11,10
"lU8jOx0M","True",29,"outoftime","white","15+15",1634,1611,"B90","Sicilian Defense: Najdorf Variation",10,15
"I2NjXJTW","True",110,"resign","black","8+0",1128,1514,"C20","King's Pawn Game: Napoleon Attack",3,8
"k6lvp2L5","True",44,"resign","white","8+8",1322,1500,"A04","Reti Opening #2",2,8
"OVDosFlI","True",41,"resign","white","10+0",1904,1887,"D31","Queen's Gambit Declined: Queen's Knight Variation",5,10
